;Parametros;precision-mean;precision-std;recall-mean;recall-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;accuracy-mean;accuracy-std;time-mean;time-std
0;SVDD_RBF_0.001_scale;0.4826682715236453;0.005570857221049889;0.8432349942220106;0.021015956721755127;0.6137526418665339;0.0031496728893525066;0.5567100955534139;0.015295887801981196;0.4911703180506506;0.010289413315730859;1.0593815088272094;0.054238866231901
1;SVDD_RBF_0.01_scale;0.4823480208529095;0.005429718002796184;0.8455762128112749;0.01939498635335821;0.614134069966014;0.002958001996382174;0.5570214741936472;0.014344952390919031;0.49055786479982505;0.010054705166597188;1.2137690305709838;0.08540419675908938
2;SVDD_RBF_0.05_scale;0.4822862306482036;0.005374036778393625;0.8454698298325516;0.01953042454687491;0.6140550895376461;0.002946697593135129;0.5569550016594226;0.014352023023169857;0.4904557979393902;0.009967052073595628;1.219963264465332;0.08487560084690553
3;SVDD_RBF_0.1_scale;0.4823148547104411;0.005344303811645472;0.8454698298325516;0.01953042454687491;0.6140784995579603;0.002911911349704641;0.556958029827842;0.014343458740420641;0.4905068443916617;0.00991895502526107;1.2172640562057495;0.08333393293052145
4;SVDD_RBF_0.2_scale;0.48439828552232794;0.005967123438871188;0.8389782022522828;0.022222439247966068;0.613981874182611;0.002615261231501219;0.5594102954394093;0.013704089576986869;0.4942320373785042;0.01089521520982448;1.250723671913147;0.072653441425158
5;SVDD_RBF_0.3_scale;0.4943386035255912;0.005587934488019447;0.8089687988579974;0.02502352869232249;0.6134811677272232;0.0068753714517869316;0.5667698844135574;0.01208609604509537;0.5114298475898783;0.008754183431428829;1.3675076246261595;0.07742224552414759
6;SVDD_RBF_0.4_scale;0.5048228469418178;0.00825846093256377;0.7510749325901254;0.02440602615493636;0.603506250645906;0.005643712859768293;0.5729905314061818;0.008819713820036873;0.5269427602587742;0.011332737281391482;1.5881258964538574;0.05541452245230944
7;SVDD_RBF_0.5_scale;0.5231279947307699;0.008255827556460128;0.6842348129517595;0.030251462122113274;0.5924664700531671;0.00824230759449995;0.5764917355426978;0.007417988955410871;0.5490395453740455;0.009519708035247921;1.8049155950546265;0.0920920366952831
8;SVDD_RBF_0.6_scale;0.5410630447634488;0.009369225627230506;0.6042005981918293;0.038357155962392364;0.5700361729513551;0.01411257369416248;0.576375586295969;0.007726584874722506;0.5638900261482849;0.007785834594644279;2.0554738283157348;0.09810819951049607
9;SVDD_RBF_0.7_scale;0.5649530239105955;0.01392135852995934;0.5007485328439036;0.03187821688826305;0.5300115137452004;0.015094234678120247;0.5762316792645048;0.00873380901970118;0.5750153399797898;0.008886257197475529;2.2803249835968016;0.11555836004901347
10;SVDD_RBF_0.8_scale;0.6049399011896036;0.02163997453304799;0.3868796592119276;0.05412063841812638;0.4688540206690127;0.038212161217570255;0.5752256715774021;0.008491269899050292;0.583588904168099;0.008088123770613772;2.5591068744659418;0.12847098744286786
11;SVDD_RBF_0.9_scale;0.650207278312021;0.021101006654689333;0.2416054879568577;0.05309412961806318;0.34856391831582795;0.05646707414924392;0.5744952430998457;0.008359476467928003;0.5735369461720371;0.011208864906848371;2.826983904838562;0.1273853988927057
SVDD_RBF_0.0001_scale_;0.5268321410618835;0.025001924221668508;0.21426732830308387;0.12996772437378573;0.28284831014425305;0.13071026962757623;0.5426611609160014;0.018178254276606274;0.5315393370211792;0.015878077975601194;0.5043399572372437;0.03191176966533329
SVDD_RBF_0.0005_scale_;0.4856367230939437;0.007140133107531342;0.8298284730247207;0.03064214287149051;0.612365991351829;0.005663656028422149;0.555670989828873;0.01713080859951813;0.4964773520434208;0.012653945067958422;1.1970042943954469;0.2073544145305065
SVDD_RBF_0.005_scale_;0.482497434339835;0.005456336778501579;0.8456825957899985;0.019392700925630564;0.6142829793946593;0.00297671470260819;0.5572553379201814;0.014669944688491842;0.49081304497296624;0.010096603854051683;1.479413676261902;0.22974839017261686
SVDD_RBF_0.0001_auto_;0.0;0.0;0.0;0.0;0.0;0.0;0.5303773738961064;0.05498965077236428;0.5205144232271776;0.00013014134333630642;0.26020636558532717;0.0959046067537707
SVDD_RBF_0.0005_auto_;0.4749165935212024;0.002306356331580876;0.96019225976027;0.017305889950451712;0.6354796632661247;0.005691623972253472;0.5058551199738047;0.03520382322795784;0.4719326030565366;0.0038964350008598245;0.38485870361328123;0.12302285155616224
SVDD_RBF_0.001_auto_;0.4769173823723629;0.0019531015607623416;0.977967733895271;0.009957071916108935;0.6411584581610035;0.0038969397801886566;0.5170055507350109;0.03265364756323745;0.47514772218228796;0.003523506368386678;0.48538694381713865;0.20665230609012883
SVDD_RBF_0.005_auto_;0.4776219922563958;0.0018107317885834604;0.9817993338318265;0.00949339916240214;0.642618157852507;0.0036630649988147507;0.5171704235814826;0.02809316909930706;0.47642349282745267;0.003268045710211162;0.5164035081863403;0.13498446300668257
SVDD_RBF_0.01_auto_;0.4776810984136877;0.0017817812519585333;0.9822250923345341;0.00933194823149313;0.6427630135985016;0.0036015567078171978;0.5165894099964323;0.028416090996183852;0.4765255857319957;0.003221222987229863;0.5119770526885986;0.11223434718364296
SVDD_RBF_0.05_auto_;0.47739499930784834;0.0019020609019483503;0.9805221716176105;0.010000153976793909;0.6421384583684053;0.003857998149201452;0.5172036120319018;0.028906433524751248;0.4760152774739299;0.00343261908027829;0.5903934955596923;0.13408698707828393
SVDD_RBF_0.1_auto_;0.4738132923984891;0.0028665682510969587;0.9610459293499195;0.015380672390878043;0.6346912106786744;0.005906007708947374;0.5259921455111398;0.026049851348399343;0.4696364502922149;0.005083162244790941;0.5498155117034912;0.16396186987690417
SVDD_RBF_0.2_auto_;0.4709739255822318;0.001209156102186245;0.902726871048875;0.01928286596481431;0.6189307404591357;0.0041475129596112385;0.5445921523754178;0.01953773464391899;0.4671359294100489;0.002931078955006965;0.8419504404067993;0.2629667047385094
SVDD_RBF_0.3_auto_;0.476953133037363;0.004572056456250047;0.8619662157569167;0.01879814234326576;0.6139761171443527;0.0028545179672947707;0.555520530522045;0.015500952449672338;0.4803519340354825;0.008709521984442348;1.5371528148651123;0.38085738528604296
