;Parametros;precision-mean;precision-std;recall-mean;recall-std;f1-score-mean;f1-score-std;auc_roc-mean;auc_roc-std;accuracy-mean;accuracy-std;time-mean;time-std
0;SVDD_RBF_0.001_scale;0.4971219266525953;0.006267264433503825;0.7260587315614166;0.042054452603655285;0.5894950561177611;0.010916959625522964;0.5669142315140998;0.014134997608063684;0.5159722786511235;0.008662811446600194;0.6217327356338501;0.057033321775417416
1;SVDD_RBF_0.01_scale;0.4953542841507792;0.007107226032206634;0.7344669521673124;0.0418269717244077;0.5909894105369765;0.010378903805558051;0.5661667015434184;0.013565778459807174;0.5133189048973341;0.010243028519811894;0.7007720708847046;0.0429299728094528
2;SVDD_RBF_0.05_scale;0.4952742271872836;0.007022980680989732;0.7343604558946819;0.04192443720795399;0.5908999646668898;0.010482854763207207;0.5661529263371902;0.013510086024239459;0.5132168640810076;0.010133128149892102;0.7119877338409424;0.046001142550526015
3;SVDD_RBF_0.1_scale;0.4952327461548845;0.006942717480851321;0.7343604558946819;0.04192443720795399;0.5908733759596763;0.010520433481650954;0.5661575242926572;0.013514596366686305;0.5131658436728443;0.010041142947878959;0.7100948572158814;0.04481058587429272
4;SVDD_RBF_0.2_scale;0.495305280287809;0.007016236342018731;0.7326581016472934;0.04243519028302105;0.5903502131153039;0.01068401379868135;0.5656916915135756;0.013559684651413977;0.5132678584450627;0.01013075052408444;0.7153246879577637;0.04202461768870086
5;SVDD_RBF_0.3_scale;0.4984113163189301;0.005755329612513579;0.7088181179616159;0.042843957638745316;0.5845855483909622;0.012425116031631349;0.5626870865605436;0.01271546521491338;0.5179114969111688;0.007932038254870327;0.7519563436508179;0.06239347437806711
6;SVDD_RBF_0.4_scale;0.5095964115590268;0.008012228296567109;0.6586906623161806;0.04591077721043886;0.573651117279549;0.013419389637064006;0.5616934440148162;0.010581104680021963;0.5316896636142971;0.008884401028888851;0.8360299825668335;0.06411421255885044
7;SVDD_RBF_0.5_scale;0.5264156787320727;0.010667862793228865;0.582806856547255;0.044128103797077066;0.5520238614912648;0.015586485278467585;0.5596853313935639;0.00877514878359121;0.5477135616880748;0.009917542171534514;0.958660650253296;0.05167659476187128
8;SVDD_RBF_0.6_scale;0.5502634725163756;0.010427285543799179;0.4954291573199193;0.032533965026195155;0.5205760988392589;0.015073138883011719;0.5576170682602454;0.0075693580783173205;0.5633803429488181;0.006523477482702361;1.0971571922302246;0.05293035424625634
9;SVDD_RBF_0.7_scale;0.5805212867489139;0.01724328148370793;0.3956993632882424;0.034349235353186285;0.469158408361245;0.02014504368879047;0.5556183963536245;0.006751565485106692;0.5721582492108634;0.005964097075386496;1.2652085304260254;0.09530209266654377
10;SVDD_RBF_0.8_scale;0.6042744703526644;0.020380667317812563;0.31652221693517324;0.042422904495457145;0.4131917994887288;0.033134327327959234;0.5542598365768713;0.0070080871535428794;0.5719539852694523;0.006984743161453731;1.3956838130950928;0.08030297252252235
11;SVDD_RBF_0.9_scale;0.6260011966436889;0.018482118222954643;0.1829516461604695;0.033219188144111414;0.2813235554695382;0.039961248897570065;0.5516994056068487;0.006922104117879282;0.5555221322832348;0.006871795260389737;1.5382858514785769;0.10251428892508832
SVDD_RBF_0.0001_scale_;0.09166666666666666;0.2056493779875511;0.0006385244601545329;0.0013626147155677867;0.0012680524455775555;0.002706964278069333;0.5691692667618335;0.025892622935067642;0.5204122782344178;0.0006639042571173592;0.24255383014678955;0.014015404508324886
SVDD_RBF_0.0005_scale_;0.5073730018274591;0.012202969637822789;0.6900887091292229;0.05080653853862031;0.5834965665673173;0.014389164410646993;0.5661273350207461;0.015375339787548008;0.5289350043233219;0.012643891650695769;0.4648613929748535;0.03373763334565963
SVDD_RBF_0.005_scale_;0.4952152780723281;0.007103557314442798;0.7342542995037726;0.04264804823982611;0.5908001327537225;0.01065433257008825;0.5656217628487509;0.013853721033019814;0.5131147972205728;0.010248399294234272;0.7203471183776855;0.1760893964205296
SVDD_RBF_0.0001_auto_;0.5704732532660772;0.15260226108576833;0.5639744635533501;0.32195574205082494;0.46485234480455706;0.21621727355630127;0.5839301846290825;0.04725726366099175;0.5208658624246023;0.028778568302108253;0.28727548122406005;0.11857753171121257
SVDD_RBF_0.0005_auto_;0.4740664751248039;0.002349611212989419;0.8974063625858202;0.023369707948298707;0.6203001135387387;0.005867710243989158;0.5948415811297669;0.0354873401798623;0.47341229906970445;0.004604298823114373;0.35731189250946044;0.13329211558272164
SVDD_RBF_0.001_auto_;0.47432698146493213;0.0025544148661415015;0.9001724333265356;0.020651330821946954;0.6212058059306925;0.005432736059707804;0.5943269875416688;0.036507624189680545;0.47376949401506396;0.004914840474538682;0.3240747213363647;0.07699862045786464
SVDD_RBF_0.005_auto_;0.47405599012780575;0.0025638814549764502;0.9020884598826274;0.019821328385088318;0.6214374734085149;0.005403440972666574;0.5930737333407974;0.03627525374062291;0.4731571970288881;0.004866458152460951;0.3474443435668945;0.08475359101180872
SVDD_RBF_0.01_auto_;0.4739453777580714;0.0025230327819316025;0.9018756939251806;0.019916601212356215;0.6212903966158841;0.00535024127626894;0.5929181537047331;0.03596690788497269;0.47295306330801845;0.004822481617166299;0.350003981590271;0.0542253629143616
SVDD_RBF_0.05_auto_;0.4738880965729078;0.0024830899095287557;0.9017693109464574;0.019946202245015966;0.621216416492534;0.005375327088237251;0.5931385326795164;0.036022216538922645;0.472851022491692;0.00473409772922041;0.49806909561157225;0.21229970858331582
SVDD_RBF_0.1_auto_;0.47411957389886156;0.0023280206880192766;0.8805895814923073;0.025394232138760853;0.616234280937945;0.005467631136155179;0.5940654116811794;0.02695017571853547;0.47433123938702587;0.005129895611988549;0.539873743057251;0.18251901808718893
SVDD_RBF_0.2_auto_;0.4777775744057034;0.005186192808271572;0.8292946321346838;0.04006281401511071;0.6058286169632668;0.008749419653267643;0.5742087191435159;0.01784187870215291;0.48315956704274354;0.009738921509675754;0.5491044759750366;0.11441795424817981
SVDD_RBF_0.3_auto_;0.48784764251728807;0.007372123680933716;0.7656526861985362;0.04061622717792506;0.5953388741499294;0.008907104624196067;0.5666500703310803;0.015278013378472628;0.501581007594462;0.011313350579351622;0.7907656192779541;0.185499831229633
SVDD_RBF_0.4_auto_;0.5024400193729035;0.00727017976792797;0.6970067749756418;0.043477008923151594;0.5831641507179104;0.012192297037967034;0.564891103340482;0.011637473731630816;0.5231675365398839;0.009756382356276865;0.871724271774292;0.2500993429506675
SVDD_RBF_0.5_auto_;0.5196198355622;0.009745871849022893;0.6137794847393107;0.04385277600450734;0.5617243253646272;0.013709591272539538;0.5621698946544381;0.010223147608113799;0.5418962975695638;0.009776829394241696;0.8239008665084839;0.045029829089566833
SVDD_RBF_0.6_auto_;0.5452000191895685;0.012213369409096238;0.5224604037794847;0.03202630457548736;0.5327265717005173;0.013336710563501258;0.5597183999968011;0.00887732235092138;0.5613389276077967;0.008459432190477218;1.2653472185134889;0.3956573233040364
SVDD_RBF_0.7_auto_;0.5769509202179615;0.0192552656793439;0.41527949606870146;0.03523525781564935;0.4813494920041805;0.018258110217448907;0.5577254910846581;0.007972728661281679;0.5723624871081664;0.007122592926014868;1.6568972587585449;0.3495260502687184
SVDD_RBF_0.8_auto_;0.5982758656247846;0.022551172023945347;0.33227573471098726;0.0384326405918713;0.4253750224350492;0.0280512183028314;0.5564170135459526;0.007736851762833571;0.5718522830265338;0.007997177617005694;2.2134588718414308;0.6057779679747028
SVDD_RBF_0.9_auto_;0.620833286486558;0.01915560351101976;0.20658112976684112;0.03680089046743376;0.30793501492383013;0.041201744598905625;0.5537376028697569;0.007515606891133137;0.5586864393536894;0.007567860403919858;1.600856852531433;0.3723144303511554
SVDD_linear_0.0001_scale_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756385224608502;0.05088756259710651;0.4712180048129513;0.004846129698392969;0.1344404935836792;0.012711580663146769
SVDD_linear_0.0005_scale_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756359138131042;0.050886833267989484;0.4712180048129513;0.004846129698392969;0.1327819347381592;0.013191584743442484
SVDD_linear_0.001_scale_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756365403728391;0.05088567177016106;0.4712180048129513;0.004846129698392969;0.1333634376525879;0.01248071081916215
SVDD_linear_0.005_scale_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756363317787632;0.05088549323035783;0.4712180048129513;0.004846129698392969;0.1324681282043457;0.013022968484475747
SVDD_linear_0.01_scale_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756366447809496;0.050885849027173045;0.4712180048129513;0.004846129698392969;0.1327723503112793;0.012775650214931938
SVDD_linear_0.05_scale_;0.4730508858792809;0.002509638396420504;0.9322079849545691;0.021995985066113385;0.6275570254121033;0.0066205686690063974;0.5809372457273757;0.04767331486145721;0.4696362158952402;0.004328678176819475;0.13541662693023682;0.011448329912786
SVDD_linear_0.1_scale_;0.47373987931885225;0.001964731013036817;0.8979360116012961;0.02469983793591563;0.6201313397332211;0.005852725365998869;0.5904454659778396;0.0333026270195684;0.4727491900282318;0.004149259226501928;0.17038338184356688;0.015520366208704292
SVDD_linear_0.2_scale_;0.47637596314230446;0.0033994498381056545;0.837488387374527;0.03728249296374345;0.6069558799500999;0.008126728520611318;0.5749586692719821;0.018678975836866556;0.4804549384838162;0.007148220543159693;0.24102215766906737;0.017700025473388215
SVDD_linear_0.3_scale_;0.487415376776411;0.007796988606301411;0.7728888813359618;0.040022788861663564;0.5972114297538237;0.008618636940121245;0.5681851328515455;0.01637414535816365;0.5007134002146034;0.012028881933991206;0.30807607173919677;0.030650682616298747
SVDD_linear_0.4_scale_;0.501412173380961;0.008272442492246212;0.7000938073550405;0.04427938894494526;0.5834930256795372;0.011836665062138709;0.5662661112821626;0.012760547738507511;0.5216875540415248;0.01130106079909878;0.48575992584228517;0.126072099132312
SVDD_linear_0.5_scale_;0.5197873530234369;0.011084027030117714;0.6210180590487844;0.04372044931997811;0.5648191894988464;0.012796137204175788;0.5633135935916523;0.011117626333846567;0.5422021595774604;0.011454934167168862;0.5150469303131103;0.08931864638122822
SVDD_linear_0.6_scale_;0.5439445239443808;0.01193305895883951;0.5303365961978564;0.0322317552704327;0.5362231758593995;0.013628058799571201;0.5609720346208408;0.009609740755382448;0.5609306341219489;0.00868055994101184;0.817166543006897;0.3686656103158143
SVDD_linear_0.7_scale_;0.575386178727591;0.022775409848919147;0.4209203997009041;0.03344371922755479;0.4845495340394656;0.015507430056433512;0.5588221461709103;0.008780320767784695;0.5718523611588586;0.00945166225340212;0.9691035985946655;0.41386521898468037
SVDD_linear_0.8_scale_;0.5999324208473225;0.023151500587808224;0.3377040989735572;0.03939923917981771;0.43010545642556525;0.027733098915240992;0.5574377298922197;0.008280960798585115;0.5732809065433218;0.00753027697492273;0.9946008443832397;0.29752364803589026
SVDD_linear_0.9_scale_;0.6222949583225115;0.018590463815858414;0.21062662859991388;0.03985934860833412;0.3122128072555405;0.04345820919544704;0.5548197188489518;0.007919572402375586;0.5596048067006282;0.0067236536423979955;0.9416377067565918;0.2058245153060329
SVDD_linear_0.0001_auto_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756385224608502;0.05088756259710651;0.4712180048129513;0.004846129698392969;0.20111443996429443;0.06162523137144703
SVDD_linear_0.0005_auto_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756359138131042;0.050886833267989484;0.4712180048129513;0.004846129698392969;0.16998693943023682;0.05146233652396197
SVDD_linear_0.001_auto_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756365403728391;0.05088567177016106;0.4712180048129513;0.004846129698392969;0.19835176467895507;0.0392888291211984
SVDD_linear_0.005_auto_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756363317787632;0.05088549323035783;0.4712180048129513;0.004846129698392969;0.139176607131958;0.013040149296183244
SVDD_linear_0.01_auto_;0.4739971296405111;0.0028199099635333865;0.9382729476808738;0.023445704805951685;0.6297569260599174;0.00723485855891013;0.5756366447809496;0.050885849027173045;0.4712180048129513;0.004846129698392969;0.24970681667327882;0.026391693924650104
SVDD_linear_0.05_auto_;0.4730508858792809;0.002509638396420504;0.9322079849545691;0.021995985066113385;0.6275570254121033;0.0066205686690063974;0.5809372457273757;0.04767331486145721;0.4696362158952402;0.004328678176819475;0.13738155364990234;0.011868845045291874
SVDD_linear_0.1_auto_;0.47373987931885225;0.001964731013036817;0.8979360116012961;0.02469983793591563;0.6201313397332211;0.005852725365998869;0.5904454659778396;0.0333026270195684;0.4727491900282318;0.004149259226501928;0.16911070346832274;0.015434678553715931
SVDD_linear_0.2_auto_;0.47637596314230446;0.0033994498381056545;0.837488387374527;0.03728249296374345;0.6069558799500999;0.008126728520611318;0.5749586692719821;0.018678975836866556;0.4804549384838162;0.007148220543159693;0.22757184505462646;0.015193983692888494
SVDD_linear_0.3_auto_;0.487415376776411;0.007796988606301411;0.7728888813359618;0.040022788861663564;0.5972114297538237;0.008618636940121245;0.5681851328515455;0.01637414535816365;0.5007134002146034;0.012028881933991206;0.2940023422241211;0.020923517164625087
SVDD_linear_0.4_auto_;0.501412173380961;0.008272442492246212;0.7000938073550405;0.04427938894494526;0.5834930256795372;0.011836665062138709;0.5662661112821626;0.012760547738507511;0.5216875540415248;0.01130106079909878;0.35424630641937255;0.018995188949217385
SVDD_linear_0.5_auto_;0.5197873530234369;0.011084027030117714;0.6210180590487844;0.04372044931997811;0.5648191894988464;0.012796137204175788;0.5633135935916523;0.011117626333846567;0.5422021595774604;0.011454934167168862;0.4133021593093872;0.021809735131787245
SVDD_linear_0.6_auto_;0.5439445239443808;0.01193305895883951;0.5303365961978564;0.0322317552704327;0.5362231758593995;0.013628058799571201;0.5609720346208408;0.009609740755382448;0.5609306341219489;0.00868055994101184;0.5768741369247437;0.16574718461596322
SVDD_linear_0.7_auto_;0.575386178727591;0.022775409848919147;0.4209203997009041;0.03344371922755479;0.4845495340394656;0.015507430056433512;0.5588221461709103;0.008780320767784695;0.5718523611588586;0.00945166225340212;0.6848991394042969;0.09920692409920463
SVDD_linear_0.8_auto_;0.5999324208473225;0.023151500587808224;0.3377040989735572;0.03939923917981771;0.43010545642556525;0.027733098915240992;0.5574377298922197;0.008280960798585115;0.5732809065433218;0.00753027697492273;0.8120172500610352;0.18021820474136135
SVDD_linear_0.9_auto_;0.6222949583225115;0.018590463815858414;0.21062662859991388;0.03985934860833412;0.3122128072555405;0.04345820919544704;0.5548197188489518;0.007919572402375586;0.5596048067006282;0.0067236536423979955;1.0197268724441528;0.3094278973284053
SVDD_sigmoid_0.0001_scale_;0.5434784948333967;0.014352689903437176;0.7513880769492217;0.070076051114119;0.6289572894746587;0.025926503960639374;0.6262574218616365;0.02032664915623095;0.5772105197362253;0.01705636144067203;0.17634527683258056;0.0981858591231932
SVDD_sigmoid_0.0005_scale_;0.5274508501448253;0.008764093167256091;0.8820834749507173;0.04620662300946008;0.6595094319843907;0.011783884067129045;0.6240691458261414;0.013864911319991704;0.5639416195268308;0.012103537331280759;0.26533339023590086;0.07297408197629934
SVDD_sigmoid_0.001_scale_;0.5270040451589961;0.009180038242792295;0.8865516733510072;0.042973011866485465;0.6604767859884276;0.011086126093740196;0.6246615811031095;0.014023693910920256;0.5634825139856862;0.012977593371094573;0.283792519569397;0.09236977742540209
SVDD_sigmoid_0.005_scale_;0.5270663972060439;0.00967705420578342;0.8880413749348561;0.040869315934795716;0.6609572531741426;0.009983829596483099;0.6248293195079223;0.014567689802717642;0.5635843464491462;0.013441699156267512;0.32587466239929197;0.09524374854195637
SVDD_sigmoid_0.01_scale_;0.5273611290257649;0.009889645981041747;0.8885737430041013;0.04079193732843409;0.6613331866013678;0.010007698496561513;0.6248675989644492;0.014548517727454413;0.5640436603431571;0.013764497682102734;0.2819061279296875;0.05055711094644311
SVDD_sigmoid_0.05_scale_;0.5273155417205808;0.00973999230070084;0.8885736297101943;0.040772702082493145;0.6613038487378918;0.010063478658906047;0.6248714668406504;0.014579773695708715;0.5639926138908855;0.013603583993396085;0.28892822265625;0.06042777781603067
SVDD_sigmoid_0.1_scale_;0.5276351425514902;0.010087786624084421;0.8881480977953006;0.04158684271184548;0.6614005399017954;0.01002835466925224;0.6248445627588266;0.014786669065280077;0.5644008292444083;0.013879261151952902;0.28655822277069093;0.053037513084840185
SVDD_sigmoid_0.2_scale_;0.5346495936902841;0.012396283186273414;0.8663280311784831;0.03642369685705325;0.6606778108779854;0.010110660944986515;0.6303604157975247;0.015842041312120643;0.5735344198935317;0.016455779602121377;0.2835261106491089;0.05322105575984455
SVDD_sigmoid_0.3_scale_;0.5446578075327897;0.013987879755305925;0.8129000974327601;0.03537455926034131;0.6516833814734226;0.010884491907658916;0.6381071482679583;0.015087521621089424;0.5835373107895532;0.01721296761680867;0.2998820781707764;0.020220918309427655
SVDD_sigmoid_0.4_scale_;0.5527577527265004;0.0153271861852145;0.7243567171957492;0.05097050370930937;0.6259595049822384;0.019922021896406565;0.6391124398709248;0.014964910331830117;0.5859863164254981;0.017743614163209093;0.36084957122802735;0.02367405089326398
SVDD_sigmoid_0.5_scale_;0.5640504257860552;0.016109431613839247;0.6421976752090272;0.04828950477500554;0.5995530647101994;0.022883635457178548;0.6371607194029811;0.018911255794449404;0.5898643101957475;0.01754516364817254;0.4158381700515747;0.02342820445691644
SVDD_sigmoid_0.6_scale_;0.5797653364044092;0.01400574198188833;0.5509812385289918;0.04787437340526387;0.5636557388003396;0.02376185082968734;0.6331963615550678;0.01753941148945647;0.5926212874123615;0.010495149131837902;0.4839756965637207;0.024351366252933947
SVDD_sigmoid_0.7_scale_;0.6024042200724518;0.0215011911517045;0.4344403280991548;0.04134192968840984;0.5029146089584486;0.02284654486509679;0.6276006265375205;0.015943014882217815;0.5900194549489015;0.007925851543702275;0.7747802257537841;0.18966572988114858
SVDD_sigmoid_0.8_scale_;0.6161873959349359;0.020896430117907382;0.34419901207713044;0.045147354180068024;0.43933992283890894;0.0355081466904674;0.6202315338706574;0.01602690893910849;0.5818547572168223;0.00865622158284186;0.8888548135757446;0.1750352023862421
SVDD_sigmoid_0.9_scale_;0.6319431154840578;0.01657759489831383;0.21562923435977616;0.04410418777780269;0.31882474684833395;0.04838469416041394;0.6147052718987126;0.015018089937772023;0.5633810721838506;0.009081569449784522;0.9864946126937866;0.2971262352831431
SVDD_sigmoid_0.0001_auto_;0.4836621344221904;0.010781827153058286;0.8357948700518886;0.07139829230267725;0.6111706387285817;0.015294209453328786;0.555272086869325;0.04899460344466129;0.49188447354439485;0.019328464975851806;0.2864328622817993;0.09850366717907849
SVDD_sigmoid_0.0005_auto_;0.47441040577662746;0.0028615354002905027;0.9240129834817484;0.024112351793663053;0.6268547676372574;0.00701559665137533;0.5838893707212113;0.04911966896080542;0.4727488514548238;0.00516076191739215;0.13125860691070557;0.018898911478724335
